,5475,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 28 Negro Azulado por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5476,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 366 Castaño Oscuro Violeta Intenso por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5477,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 40 Castaño Mediano por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5478,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 46 Borgoña por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5479,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 466 Rojo Ardiente por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5480,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 477 Castaño Aterciopelado por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5481,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 50 Castaño Claro por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5482,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 537 Castaño Seductor por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5483,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 5546 Rojo Exotico 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5484,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 60 Rubio Oscuro por 50 Gr,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5485,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 635 Castaño Elegante por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5486,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 64 Caoba Cobrizo 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5487,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 645 Rojo Pasion por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5488,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 6646 Rubio Cobrizo Violeta Intenso por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5489,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 67 Chocolate 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5490,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 70 Rubio Mediano por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5491,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 73 Rubio Avellana por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5492,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 773 Tabaco Mediano 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5493,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 80 Rubio Claro por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5494,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 81 Rubio Cenizo Claro por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5495,Sylius\\Component\\Core\\Model\\Product,Koleston Tinte 90 Rubio Extra Claro por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:857;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5496,Sylius\\Component\\Core\\Model\\Product,Regenal Tonico Forte Capilar por 250 Cc,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:429;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5497,Sylius\\Component\\Core\\Model\\Product,TenDers Ext/Seco Ext/Suave Grande por 24 Unid,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:603;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5498,Sylius\\Component\\Core\\Model\\Product,TenDers Ext/Seco Ext/Suave R/Nacid por 24 Unidades,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:399;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5499,Sylius\\Component\\Core\\Model\\Product,TenDers Ext/Seco Mediano 24 Unid,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:504;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5500,Sylius\\Component\\Core\\Model\\Product,Wellaflex Ext/Fuert Loc. Fijad por 160 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:382;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5501,Sylius\\Component\\Core\\Model\\Product,Wellaflex Ext/Fuert Loc. Fijad por 75 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:214;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5502,Sylius\\Component\\Core\\Model\\Product,Wellaflex Fuert Loc. Fijad por 75 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:214;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5503,Sylius\\Component\\Core\\Model\\Product,Wellaflex Fuert Loc. Fijad por 160 ml,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:382;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5504,Sylius\\Component\\Core\\Model\\Product,Wellaflex Normal Locion Fijadora por 160 Cc,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:382;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5505,Sylius\\Component\\Core\\Model\\Product,Welloxon Hidroxon 20 Vol. 6 % por 60 Cc,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:144;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5506,Sylius\\Component\\Core\\Model\\Product,Welloxon Hidroxon 30 Vol. 9 % por 60 Cc,a:4:{s:6:"taxons";a:1:{i:0;s:16:"Cuidado Personal";}s:5:"price";i:144;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5507,Sylius\\Component\\Core\\Model\\Product,Anemidox por 20 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1051;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5508,Sylius\\Component\\Core\\Model\\Product,Anemidox Gotas Ped. por 30 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1068;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5509,Sylius\\Component\\Core\\Model\\Product,Anemidox Susp. por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1125;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5510,Sylius\\Component\\Core\\Model\\Product,Arlivo Jbe. 35 mg/5 ml por 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:694;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5511,Sylius\\Component\\Core\\Model\\Product,Artren por 10 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:454;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5512,Sylius\\Component\\Core\\Model\\Product,Artren Gelpor 30 Gramos,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:487;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5513,Sylius\\Component\\Core\\Model\\Product,Artren Iny. 3 ml por 1 Ampolla,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:125;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5514,Sylius\\Component\\Core\\Model\\Product,Artren Sr 150 mg por 10 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1329;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5515,Sylius\\Component\\Core\\Model\\Product,Cetimer 5 mg por 10 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1184;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5516,Sylius\\Component\\Core\\Model\\Product,Cetimer Jarabe 2.5 mg/5 ml por 60 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:829;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5517,Sylius\\Component\\Core\\Model\\Product,Cilostal 50 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:2538;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5518,Sylius\\Component\\Core\\Model\\Product,Cilostal 100 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:3445;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5519,Sylius\\Component\\Core\\Model\\Product,Concor 1.25 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:802;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5520,Sylius\\Component\\Core\\Model\\Product,Concor 2.5 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1236;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5521,Sylius\\Component\\Core\\Model\\Product,Concor 10 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:2521;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5522,Sylius\\Component\\Core\\Model\\Product,Concor 5 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1886;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5523,Sylius\\Component\\Core\\Model\\Product,Dip Masticable por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:951;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5524,Sylius\\Component\\Core\\Model\\Product,Dip Suspension por 200 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1198;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5525,Sylius\\Component\\Core\\Model\\Product,Dolo Citalgan por 20 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:730;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5526,Sylius\\Component\\Core\\Model\\Product,Domatra Plus por 10 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:468;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5527,Sylius\\Component\\Core\\Model\\Product,Encefabol 600 mg por 10 Grageas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1899;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5528,Sylius\\Component\\Core\\Model\\Product,Encefabol Forte por 20 Grageas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1455;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5529,Sylius\\Component\\Core\\Model\\Product,Encefabol Susp 200 mg por 90 ml Adultos,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1443;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5530,Sylius\\Component\\Core\\Model\\Product,Encefabol Susp. Pediatrica por 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1392;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5531,Sylius\\Component\\Core\\Model\\Product,Eutirox 25 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:241;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5532,Sylius\\Component\\Core\\Model\\Product,Eutirox 50 Mcg por 50 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:303;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5533,Sylius\\Component\\Core\\Model\\Product,Eutirox 75 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:439;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5534,Sylius\\Component\\Core\\Model\\Product,Eutirox 88 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:500;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5535,Sylius\\Component\\Core\\Model\\Product,Eutirox 100 Mcg por 50 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:398;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5536,Sylius\\Component\\Core\\Model\\Product,Eutirox 112 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:522;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5537,Sylius\\Component\\Core\\Model\\Product,Eutirox 125 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:522;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5538,Sylius\\Component\\Core\\Model\\Product,Eutirox 137 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:750;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5539,Sylius\\Component\\Core\\Model\\Product,Eutirox 150 Mcg por 50 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:843;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5540,Sylius\\Component\\Core\\Model\\Product,Giabri 100 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:2818;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5541,Sylius\\Component\\Core\\Model\\Product,Glucofage 500 mg por 60 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1741;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5542,Sylius\\Component\\Core\\Model\\Product,Glucofage 850 mg por 60 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:2079;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5543,Sylius\\Component\\Core\\Model\\Product,Glucofage 1000 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1344;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5544,Sylius\\Component\\Core\\Model\\Product,Glucofage Xr 500 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1771;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5545,Sylius\\Component\\Core\\Model\\Product,Glucofage Xr 750 mg por 30 Comp,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:2361;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5546,Sylius\\Component\\Core\\Model\\Product,Glucovance 250 mg/1.25mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:669;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5547,Sylius\\Component\\Core\\Model\\Product,Glucovance 500 mg/2.5 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:898;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5548,Sylius\\Component\\Core\\Model\\Product,Glucovance 500 mg/5 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1089;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5549,Sylius\\Component\\Core\\Model\\Product,Hepabionta por 50 Grageas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:270;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5550,Sylius\\Component\\Core\\Model\\Product,Hepabionta 2 ml por 1 Amp.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:86;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5551,Sylius\\Component\\Core\\Model\\Product,Hepabionta F Hypak por 1 Jer. Prellenada,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:291;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5552,Sylius\\Component\\Core\\Model\\Product,Ismigen 50 mg por 30 Comp. Subling.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:4737;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5553,Sylius\\Component\\Core\\Model\\Product,Minart 8 mg por 14 Comp. Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:800;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5554,Sylius\\Component\\Core\\Model\\Product,Sistalgina 2 ml por 1 Ampolla,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:130;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5555,Sylius\\Component\\Core\\Model\\Product,Sistalgina Simple por 20 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:148;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5556,Sylius\\Component\\Core\\Model\\Product,Toreza 10 mg por 14 Comp. Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1764;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5557,Sylius\\Component\\Core\\Model\\Product,Toreza 20 mg por 14 Comp. Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:3122;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5558,Sylius\\Component\\Core\\Model\\Product,Ziac 2.5 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1038;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5559,Sylius\\Component\\Core\\Model\\Product,Ziac 5.0 por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1636;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5560,Sylius\\Component\\Core\\Model\\Product,Cebion 1 Gr. Eferv. Naraj. por 10 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:351;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5561,Sylius\\Component\\Core\\Model\\Product,Cebion Calcio por 10 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:499;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5562,Sylius\\Component\\Core\\Model\\Product,Cebion Forte 1 Gr. mas Zinc Naraja por 10 Tabletas Eferv.,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:365;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5563,Sylius\\Component\\Core\\Model\\Product,Cebion Gotas Fresa por 30 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:288;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5564,Sylius\\Component\\Core\\Model\\Product,Cebion Mast. Fresa Caj por 12 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1827;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5565,Sylius\\Component\\Core\\Model\\Product,Cebion Mast. Frut. Tropic. Caj por 12 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1733;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5566,Sylius\\Component\\Core\\Model\\Product,Cebion Mast. Mandarina Caj por 12 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1736;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5567,Sylius\\Component\\Core\\Model\\Product,Cebion Mast. Minis Caj. por 10 Ristras,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1827;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5568,Sylius\\Component\\Core\\Model\\Product,Cebion Mast. Naranja por 100 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1204;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5569,Sylius\\Component\\Core\\Model\\Product,Cebion Mast. Naranja Caj por 12 Sobres,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1736;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5570,Sylius\\Component\\Core\\Model\\Product,Diabion por 30 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1676;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5571,Sylius\\Component\\Core\\Model\\Product,Dolo Neurobion por 30 Grageas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1684;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5572,Sylius\\Component\\Core\\Model\\Product,Dolo Neurobion Iny. por 3 Ampollas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:1362;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5573,Sylius\\Component\\Core\\Model\\Product,Dolo Neurobion Retard por 20 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:2184;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5574,Sylius\\Component\\Core\\Model\\Product,Kiadon 80 mg por 14 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:11:"Tratamiento";}s:5:"price";i:898;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,5575,Sylius\\Component\\Core\\Model\\Product,Kiadon Gotas por 28 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1062;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
